Journal	JournalFullName	ISSN	eISSN	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
J BONE MINER RES	JOURNAL OF BONE AND MINERAL RESEARCH	0884-0431	1523-4681	6.695	6.479	6.477	5.877	6.23	6.329	6.225	5.436	6.527	6.635	6.004	6.443	6.043	7.059	6.373	6.128	6.589	6.832	5.622	6.284	6.314	5.711	5.854	6.741	6.39	6.2	6.2
TRENDS ECOL EVOL	TRENDS IN ECOLOGY & EVOLUTION	0169-5347	1872-8383	6.678	7.911	7.621	8.765	10.508	11.929	12.449	12.938	14.864	14.125	14.797	11.904	11.564	14.448	15.748	15.389	15.353	16.196	16.735	15.268	15.938	15.236	14.764	17.712	20.589	16.8	16.8
CHEM SOC REV	CHEMICAL SOCIETY REVIEWS	0306-0012	1460-4744	6.67	5.936	8.798	10.747	9.137	8.718	9.569	10.836	13.747	13.69	13.082	17.419	20.086	26.585	28.76	24.892	30.425	33.383	34.09	38.618	40.182	40.443	42.846	54.564	60.615	46.2	46.2
CURR BIOL	CURRENT BIOLOGY	0960-9822	1879-0445	6.667	7.855	8.733	8.393	7.46	7.007	11.91	11.901	11.732	10.988	10.539	10.777	10.992	10.026	9.647	9.494	9.916	9.571	8.983	8.851	9.251	9.193	9.601	10.834	10.9	9.2	9.2
AM J PATHOL	AMERICAN JOURNAL OF PATHOLOGY	0002-9440	1525-2191	6.501	6.043	6.436	6.971	7.103	6.75	6.946	6.441	5.796	5.917	5.487	5.697	5.673	5.224	4.89	4.522	4.602	4.591	4.206	4.057	4.069	3.762	3.491	4.307	5.77	6.0	6.0
AM J PSYCHIAT	AMERICAN JOURNAL OF PSYCHIATRY	0002-953X	1535-7228	6.501	5.939	6.341	6.577	6.913	6.458	7.157	7.614	8.286	8.25	9.127	10.545	12.522	12.759	12.539	14.721	13.559	12.295	13.505	14.176	13.391	13.655	14.119	18.112	19.242	17.7	17.7
HUM GENE THER	HUMAN GENE THERAPY	1043-0342	1557-7422	6.323	5.575	6.403	6.796	5.751	5.132	4.965	4.857	4.079	4.514	4.33	4.104	4.202	4.829	4.218	4.019	3.623	3.755	4.062	4.187	4.241	3.855	4.273	5.695	4.793	4.2	4.2
PHYS REV LETT	PHYSICAL REVIEW LETTERS	0031-9007	1079-7114	6.14	6.017	6.095	6.462	6.668	7.323	7.035	7.218	7.489	7.072	6.944	7.18	7.328	7.622	7.37	7.943	7.728	7.512	7.645	8.462	8.839	9.227	8.385	9.161	9.185	8.6	8.6
VITAM HORM	OBESITY	1930-7381	1930-739X	6.118	2.077	3.857	5.407	5.178	3.733	3.439	3.889	4.394	2.24	3.889	3.196	2.439	2.89	2.19	2.296	1.784	2.039	2.161	2.137	3.286	2.494	2.557	3.421	2.247	6.9	6.9
MOL CELL NEUROSCI	MOLECULAR AND CELLULAR NEUROSCIENCE	1044-7431	1095-9327	6.08	6.089	5.654	5.746	5.446	4.519	4.231	3.789	4.641	4.607	3.994	3.934	3.569	3.861	3.663	3.837	3.734	3.84	3.597	3.084	3.312	2.855	3.182	4.314	4.626	3.5	3.5
PHYS TODAY	PHYSICS TODAY	0031-9228	1945-0699	6.047	6.128	7.407	5.298	4.79	5.0	5.02	5.211	5.685	5.839	5.133	3.674	4.437	4.432	5.648	6.762	5.893	4.859	3.234	4.188	4.37	3.093	3.875	4.0	3.938	3.5	3.5
PSYCHOL BULL	PSYCHOLOGICAL BULLETIN	0033-2909	1939-1455	6.038	6.346	7.79	6.913	6.807	7.011	8.405	7.701	9.746	12.725	10.905	12.568	12.854	11.975	14.457	15.575	14.392	14.756	14.839	16.793	13.25	16.405	20.85	17.737	23.027	22.4	22.4
GENE THER	GENE THERAPY	0969-7128	1476-5462	5.996	5.418	5.237	5.964	5.893	5.616	5.293	4.977	4.836	4.782	4.812	4.492	4.745	4.538	3.71	4.321	4.196	3.104	3.242	3.11	3.203	3.749	4.128	5.25	4.184	5.1	5.1
RNA	RNA	1355-8382	1469-9001	5.97	5.249	5.437	5.046	4.5	5.099	4.43	5.842	6.145	5.111	5.84	5.018	5.198	6.051	5.095	5.088	4.622	4.936	4.344	4.605	4.49	3.949	4.32	4.942	5.636	4.5	4.5
ANN SURG	ANNALS OF SURGERY	0003-4932	1528-1140	5.954	5.405	5.647	5.987	6.674	6.073	5.937	5.907	6.328	7.678	7.446	8.46	7.9	7.474	7.492	6.329	7.188	8.327	8.569	8.98	9.203	9.476	10.13	12.969	13.787	9.0	9.0
IMMUNOL REV	IMMUNOLOGICAL REVIEWS	0105-2896	1600-065X	5.948	7.456	7.27	5.961	7.0	7.409	7.052	7.878	8.42	10.758	10.536	11.761	10.05	13.462	11.148	12.155	12.909	10.12	9.542	9.614	9.217	11.292	13.939	12.988	10.983	8.7	8.7
ANNU REV NUTR	ANNUAL REVIEW OF NUTRITION	0199-9885	1545-4312	5.857	5.13	5.523	7.071	7.784	7.915	9.326	11.075	8.605	10.449	8.689	8.205	8.783	7.878	9.447	9.158	10.459	8.359	6.784	9.054	8.886	8.422	10.897	11.848	9.323	8.9	8.9
ANNU REV NUTR	ANNUAL REVIEW OF NUTRITION	0199-9885	1545-4312	5.857	5.13	5.523	7.071	7.784	7.915	9.326	11.075	8.605	10.449	8.689	8.205	8.783	7.878	9.447	9.158	10.459	8.359	6.784	9.054	8.886	8.422	10.897	11.848	9.323	8.9	8.9
HEPATOLOGY	HEPATOLOGY	0270-9139	1527-3350	5.849	5.621	7.344	7.304	8.096	9.825	9.503	10.416	9.792	10.446	10.734	11.355	10.84	10.885	11.665	12.003	11.19	11.055	11.711	13.246	14.079	14.971	14.679	17.425	17.298	13.5	13.5
J CEREBR BLOOD F MET	JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM	0271-678X	1559-7016	5.836	5.524	5.714	5.926	5.477	5.297	5.37	5.673	4.786	4.843	5.147	5.741	5.457	4.522	5.008	5.398	5.339	5.407	4.929	5.081	6.045	6.04	5.681	6.2	6.96	6.3	6.3
J VIROL	JOURNAL OF VIROLOGY	0022-538X	1098-5514	5.821	5.828	5.942	5.93	5.622	5.241	5.225	5.398	5.178	5.341	5.332	5.308	5.15	5.189	5.402	5.076	4.648	4.439	4.606	4.663	4.368	4.324	4.501	5.103	6.549	5.4	5.4
PLANT J	PLANT JOURNAL	0960-7412	1365-313X	5.804	5.765	5.09	5.629	5.792	5.85	5.914	6.367	6.969	6.565	6.751	6.493	6.946	6.948	6.16	6.582	6.815	5.972	5.468	5.901	5.775	5.726	6.141	6.417	7.091	7.2	7.2
ANNU REV ENTOMOL	ANNUAL REVIEW OF ENTOMOLOGY	0066-4170	1545-4487	5.75	5.356	5.759	7.25	4.51	5.151	6.887	10.151	9.326	8.714	10.68	11.918	11.271	12.18	11.455	13.589	13.021	13.731	13.534	12.867	13.86	11.796	13.796	19.686	22.682	23.8	23.8
ANNU REV ENTOMOL	ANNUAL REVIEW OF ENTOMOLOGY	0066-4170	1545-4487	5.75	5.356	5.759	7.25	4.51	5.151	6.887	10.151	9.326	8.714	10.68	11.918	11.271	12.18	11.455	13.589	13.021	13.731	13.534	12.867	13.86	11.796	13.796	19.686	22.682	23.8	23.8
J MOL BIOL	JOURNAL OF MOLECULAR BIOLOGY	0022-2836	1089-8638	5.673	5.803	5.501	5.388	5.826	5.359	5.239	5.542	5.229	4.89	4.472	4.146	3.871	4.008	4.001	3.905	3.959	4.333	4.517	4.632	4.894	5.067	4.76	5.469	6.151	5.6	5.6
SEMIN LIVER DIS	SEMINARS IN LIVER DISEASE	0272-8087	1098-8971	5.667	5.0	3.072	6.012	6.402	5.954	6.524	3.975	3.752	5.302	5.814	5.0	5.171	5.286	7.053	8.274	5.123	4.949	5.667	5.5	4.167	3.459	4.457	6.115	6.512	4.2	4.2
BRAIN PATHOL	BRAIN PATHOLOGY	1015-6305	1750-3639	5.663	4.897	4.154	6.435	8.654	5.652	3.838	3.958	4.041	5.274	3.655	5.576	5.903	4.741	3.995	4.739	4.354	4.643	5.256	5.272	6.187	6.155	5.568	6.508	7.611	6.4	6.4
MOL MICROBIOL	MOLECULAR MICROBIOLOGY	0950-382X	1365-2958	5.605	6.086	6.361	6.339	6.398	5.832	5.563	5.959	6.203	5.634	5.462	5.213	5.361	4.819	5.01	4.961	5.026	4.419	3.761	3.898	3.816	3.649	3.418	3.501	3.979	3.6	3.6
CEREB CORTEX	CEREBRAL CORTEX	1047-3211	1460-2199	5.581	7.413	5.901	4.822	6.578	6.188	5.626	5.322	6.187	6.368	6.519	5.907	6.979	6.844	6.544	6.828	8.305	8.665	8.285	6.559	6.308	5.437	5.043	5.357	4.861	3.7	3.7
GENOME RES	GENOME RESEARCH	1088-9051	1549-5469	5.542	7.712	7.062	7.615	8.559	9.863	9.635	10.382	10.139	10.256	11.224	10.176	11.342	13.588	13.608	14.397	13.852	14.63	11.351	11.922	10.101	9.944	11.093	9.043	9.438	7.0	7.0
BRAIN	BRAIN	0006-8950	1460-2156	5.381	5.952	7.374	7.303	7.407	7.122	7.967	8.201	7.535	7.617	8.568	9.603	9.49	9.232	9.457	9.915	10.226	9.196	10.103	10.292	10.84	11.814	11.337	13.501	15.255	14.5	14.5
DIABETOLOGIA	DIABETOLOGIA	0012-186X	1432-0428	5.347	4.986	5.177	5.721	6.299	5.136	5.689	5.583	5.337	5.247	5.822	6.418	6.551	6.973	6.814	6.487	6.88	6.671	6.206	6.08	6.023	7.113	7.518	10.122	10.46	8.2	8.2
MECH DEVELOP	MECHANISMS OF DEVELOPMENT	0925-4773	1872-6356	5.318	4.861	5.049	4.154	3.687	3.462	3.254	3.263	3.838	3.836	3.518	2.534	2.827	2.958	2.833	2.383	2.238	2.44	2.041	1.333	1.9	2.176	2.126	1.882	1.81	2.6	2.6
ARTERIOSCL THROM VAS	ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY	1079-5642	1524-4636	5.317	3.917	5.406	5.111	5.816	6.35	6.791	7.432	7.053	6.883	7.221	6.858	7.235	7.215	6.368	6.338	5.533	6.008	5.969	6.607	6.086	6.618	6.604	8.311	10.514	8.7	8.7
ECOL MONOGR	ECOLOGICAL MONOGRAPHS	0012-9615	1557-7015	5.3	3.956	4.447	6.213	5.551	4.731	4.793	5.016	4.855	7.102	8.117	5.238	4.862	5.938	7.433	8.085	7.107	6.98	8.037	8.759	7.828	7.698	7.722	10.315	9.814	6.1	6.1
DEV BIOL	DEVELOPMENTAL BIOLOGY	0012-1606	1095-564X	5.289	6.018	6.049	5.54	5.558	5.194	5.351	5.432	5.234	4.893	4.714	4.416	4.379	4.094	4.069	3.868	3.637	3.547	3.155	2.944	3.262	2.936	2.895	3.582	3.148	2.7	2.7
CELL DEATH DIFFER	CELL DEATH AND DIFFERENTIATION	1350-9047	1476-5403	5.274	4.021	4.733	7.785	8.027	5.701	7.008	8.192	7.785	7.463	8.254	7.548	8.24	9.05	8.849	8.371	8.385	8.184	8.218	8.339	8.0	8.086	10.717	15.828	12.067	12.4	12.4
EUR J IMMUNOL	EUROPEAN JOURNAL OF IMMUNOLOGY	0014-2980	1521-4141	5.256	5.438	5.635	5.24	4.99	4.832	4.536	5.005	4.876	4.772	4.662	4.865	5.179	4.942	5.103	4.97	4.518	4.034	4.179	4.227	4.248	4.695	4.404	5.532	6.688	5.4	5.4
INVEST OPHTH VIS SCI	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	0146-0404	1552-5783	5.25	4.887	4.858	4.373	4.172	4.091	4.148	3.577	3.643	3.766	3.528	3.582	3.431	3.466	3.597	3.441	3.661	3.404	3.427	3.303	3.388	3.812	3.47	4.799	4.925	4.4	4.4
MOL BIOL EVOL	MOLECULAR BIOLOGY AND EVOLUTION	0737-4038	1537-1719	5.249	5.291	4.983	5.298	5.357	5.271	6.05	6.355	6.233	6.726	6.438	7.28	9.872	5.51	5.55	10.353	14.308	9.105	13.649	6.202	10.217	14.797	11.062	16.24	8.8	10.7	10.7
J INVEST MED	JOURNAL OF INVESTIGATIVE MEDICINE	1081-5589	1708-8267	5.216	3.832	2.922	2.255	2.527	2.045	2.128	1.959	1.859	1.671	1.338	1.723	1.628	1.536	1.964	1.746	1.503	1.688	2.085	1.943	2.029	1.994	2.304	2.895	3.235	2.6	2.6
J BIOMOL NMR	JOURNAL OF BIOMOLECULAR NMR	0925-2738	1573-5001	5.154	3.971	3.213	3.592	4.636	2.833	2.42	2.918	2.18	1.791	1.433	1.492	2.659	3.047	3.612	2.845	3.305	3.141	3.439	2.41	2.534	2.319	2.634	2.835	2.582	2.7	2.7
MED RES REV	MEDICINAL RESEARCH REVIEWS	0198-6325	1098-1128	5.116	4.571	2.514	3.417	5.196	6.596	7.788	8.418	7.964	7.218	7.264	8.907	8.656	10.228	10.7	9.583	8.131	8.431	9.135	8.763	8.29	9.791	9.3	12.944	12.388	13.3	13.3
J INFECT DIS	JOURNAL OF INFECTIOUS DISEASES	0022-1899	1537-6613	5.099	4.966	4.842	4.988	4.91	4.857	4.481	4.943	4.953	5.363	6.035	5.682	5.865	6.288	6.41	5.848	5.778	5.997	6.344	6.273	5.186	5.045	5.022	5.226	7.759	6.4	6.4
J CLIN PSYCHOPHARM	JOURNAL OF CLINICAL PSYCHOPHARMACOLOGY	0271-0749	1533-712X	5.094	5.338	5.738	5.052	4.013	4.205	4.432	4.419	5.145	4.561	3.878	4.371	5.092	4.857	4.098	3.513	3.761	3.243	3.0	2.891	3.134	2.977	2.7	3.153	3.118	2.9	2.9
TRENDS BIOTECHNOL	TRENDS IN BIOTECHNOLOGY	0167-7799	1879-3096	5.089	4.799	5.545	5.385	5.006	6.291	7.517	8.606	7.955	7.843	7.61	6.624	6.909	9.644	9.148	9.66	10.04	11.958	12.065	11.126	13.578	13.747	14.343	19.536	21.942	17.3	17.3
J CELL SCI	JOURNAL OF CELL SCIENCE	0021-9533	1477-9137	5.081	5.453	6.044	5.996	6.213	6.954	7.25	6.91	6.543	6.427	6.383	6.247	6.144	6.29	6.111	5.877	5.325	5.432	4.706	4.431	4.401	4.517	4.573	5.285	5.235	4.0	4.0
AIDS	AIDS	0269-9370	1473-5571	5.05	6.109	6.931	8.018	6.881	5.983	5.521	5.893	5.835	5.632	5.842	5.46	4.909	6.348	6.245	6.407	6.557	5.554	4.407	5.003	4.914	4.499	4.511	4.177	4.632	3.8	3.8
MOL MED	MOLECULAR MEDICINE	1076-1551	1528-3658	5.032	4.869	4.155	3.779	3.234	3.337	2.656	3.576	3.349	2.708	2.078	3.411	5.02	5.908	3.757	4.469	4.824	4.508	3.53	3.457	3.34	2.991	4.096	6.354	6.376	5.7	5.7
ANNU REV EARTH PL SC	ANNUAL REVIEW OF EARTH AND PLANETARY SCIENCES	0084-6597	1545-4495	5.0	5.5	5.333	5.531	3.265	3.526	3.618	5.188	4.5	7.683	7.732	6.364	7.581	8.048	7.227	8.833	10.188	8.582	7.81	9.78	11.391	9.235	9.089	12.81	16.304	14.9	14.9
ANNU REV EARTH PL SC	ANNUAL REVIEW OF EARTH AND PLANETARY SCIENCES	0084-6597	1545-4495	5.0	5.5	5.333	5.531	3.265	3.526	3.618	5.188	4.5	7.683	7.732	6.364	7.581	8.048	7.227	8.833	10.188	8.582	7.81	9.78	11.391	9.235	9.089	12.81	16.304	14.9	14.9
ANNU REV FLUID MECH	ANNUAL REVIEW OF FLUID MECHANICS	0066-4189	1545-4479	5.0	6.214	5.6	6.486	5.486	6.45	5.108	6.694	8.471	12.469	9.471	9.314	9.353	10.216	12.767	12.6	11.26	11.163	12.333	14.02	14.814	17.214	16.306	18.511	25.293	27.7	27.7
ANNU REV FLUID MECH	ANNUAL REVIEW OF FLUID MECHANICS	0066-4189	1545-4479	5.0	6.214	5.6	6.486	5.486	6.45	5.108	6.694	8.471	12.469	9.471	9.314	9.353	10.216	12.767	12.6	11.26	11.163	12.333	14.02	14.814	17.214	16.306	18.511	25.293	27.7	27.7
PROG NEUROBIOL	PROGRESS IN NEUROBIOLOGY	0301-0082	1873-5118	5.0	5.688	7.09	9.933	9.377	10.672	12.327	11.933	11.789	11.304	10.467	9.13	9.14	9.966	8.874	9.035	10.301	9.992	13.177	13.217	14.163	10.658	9.371	11.685	10.885	6.7	6.7
RADIOLOGY	RADIOLOGY	0033-8419	N/A	4.989	4.753	4.621	4.13	4.759	4.844	4.815	5.076	5.377	5.251	5.561	5.996	6.341	6.069	5.726	6.339	6.214	6.867	6.798	7.296	7.469	7.608	7.931	11.105	29.146	19.7	19.7
HYPERTENSION	HYPERTENSION	0194-911X	1524-4563	4.944	4.253	4.913	5.311	5.364	5.013	5.63	5.342	6.331	6.007	7.194	7.368	6.614	6.908	6.207	6.873	7.632	6.499	6.294	6.857	6.823	7.017	7.713	10.19	9.897	8.3	8.3
HYPERTENSION	HYPERTENSION	0194-911X	1524-4563	4.944	4.253	4.913	5.311	5.364	5.013	5.63	5.342	6.331	6.007	7.194	7.368	6.614	6.908	6.207	6.873	7.632	6.499	6.294	6.857	6.823	7.017	7.713	10.19	9.897	8.3	8.3
MOL PHARMACOL	MOLECULAR PHARMACOLOGY	0026-895X	1521-0111	4.921	5.428	5.465	5.678	5.297	5.48	5.65	5.08	4.612	4.469	4.088	4.711	4.531	4.725	4.883	4.411	4.12	4.128	3.931	3.922	3.978	3.853	3.664	4.436	4.054	3.6	3.6
ATOM DATA NUCL DATA	ATOMIC DATA AND NUCLEAR DATA TABLES	0092-640X	1090-2090	4.861	3.216	2.5	1.5	3.194	3.737	4.629	1.812	2.406	3.143	3.207	1.463	1.413	2.186	2.16	1.0	1.46	2.458	2.576	1.689	4.441	6.349	2.407	2.623	2.762	1.8	1.8
J COGNITIVE NEUROSCI	JOURNAL OF COGNITIVE NEUROSCIENCE	0898-929X	1530-8898	4.844	5.22	5.793	5.115	6.736	6.096	5.069	5.275	4.533	5.197	4.997	4.867	5.382	5.357	5.175	4.493	4.687	4.085	3.559	3.108	3.468	3.029	3.105	3.225	3.42	3.2	3.2
ANNU REV PSYCHOL	ANNUAL REVIEW OF PSYCHOLOGY	0066-4308	1545-2085	4.841	6.395	7.545	5.851	5.979	7.898	9.896	12.8	9.784	11.706	13.4	16.217	22.75	18.288	16.833	15.265	20.533	21.81	19.085	19.95	22.774	19.755	18.156	24.137	27.782	24.8	24.8
ANNU REV PSYCHOL	ANNUAL REVIEW OF PSYCHOLOGY	0066-4308	1545-2085	4.841	6.395	7.545	5.851	5.979	7.898	9.896	12.8	9.784	11.706	13.4	16.217	22.75	18.288	16.833	15.265	20.533	21.81	19.085	19.95	22.774	19.755	18.156	24.137	27.782	24.8	24.8
CHEM-EUR J	CHEMISTRY-A EUROPEAN JOURNAL	0947-6539	1521-3765	4.828	5.153	4.814	4.698	4.614	4.238	4.353	4.517	4.907	5.015	5.33	5.454	5.382	5.476	5.925	5.831	5.696	5.731	5.771	5.317	5.16	5.16	4.857	5.236	5.02	4.3	4.3
CRIT REV TOXICOL	CRITICAL REVIEWS IN TOXICOLOGY	1040-8444	1547-6898	4.824	4.974	4.906	6.36	6.64	3.681	2.471	3.543	5.0	3.707	5.145	7.204	4.232	3.96	5.16	6.253	6.414	5.097	5.422	5.182	5.313	4.771	4.257	5.635	6.184	5.9	5.9
CLIN PHARMACOL THER	CLINICAL PHARMACOLOGY & THERAPEUTICS	0009-9236	1532-6535	4.751	4.394	4.846	5.275	5.061	5.336	6.141	6.825	7.526	8.066	8.033	7.586	6.961	6.378	6.043	6.846	7.39	7.903	7.268	7.266	6.544	6.336	6.565	6.875	6.903	6.7	6.7
ANAL CHEM	ANALYTICAL CHEMISTRY	0003-2700	1520-6882	4.743	4.58	4.555	4.587	4.532	5.094	5.25	5.45	5.635	5.646	5.287	5.712	5.214	5.874	5.856	5.695	5.825	5.636	5.886	6.32	6.042	6.35	6.785	6.986	8.008	7.4	7.4
AM J RESP CRIT CARE	AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE	1073-449X	1535-4970	4.705	5.211	5.491	5.443	5.956	6.567	8.876	8.123	8.689	9.091	9.074	9.792	10.689	10.191	11.08	11.041	11.986	12.996	13.118	13.204	15.239	16.494	17.452	21.405	30.528	24.7	24.7
ALDRICHIM ACTA	ALDRICHIMICA ACTA	0002-5100	N/A	4.667	5.462	4.636	5.9	7.846	6.333	7.077	8.833	9.917	10.692	11.929	16.733	18.688	11.786	16.091	12.231	16.333	17.083	7.417	8.182	8.727	4.455	2.818	3.667	4.417	3.6	3.6
GENE CHROMOSOME CANC	GENES CHROMOSOMES & CANCER	1045-2257	1098-2264	4.653	3.804	4.902	4.534	4.416	4.199	4.192	4.276	3.937	3.9	4.532	3.925	3.858	3.99	3.306	3.546	3.836	4.041	3.96	3.696	3.362	2.94	3.444	5.006	4.263	3.7	3.7
LAB INVEST	LABORATORY INVESTIGATION	0023-6837	1530-0307	4.653	4.554	4.53	4.165	3.934	4.0	4.418	3.702	3.859	4.453	4.479	4.58	4.602	4.405	3.641	3.961	3.828	3.676	4.202	4.857	4.254	3.684	4.197	5.662	5.502	5.0	5.0
ANESTHESIOLOGY	ANESTHESIOLOGY	0003-3022	1528-1175	4.625	4.28	4.265	3.439	3.381	3.47	3.503	4.055	4.005	4.207	4.596	5.124	5.354	5.486	5.359	5.163	6.168	5.879	5.264	5.66	6.523	6.424	7.067	7.892	8.986	8.8	8.8
PHARMACOL THERAPEUT	PHARMACOLOGY & THERAPEUTICS	0163-7258	1879-016X	4.622	4.708	7.711	6.487	5.517	5.63	7.397	7.496	8.357	8.657	7.968	9.443	8.897	8.694	8.562	7.793	7.745	9.723	11.0	11.127	10.376	9.396	10.557	12.31	13.4	13.5	13.5
ANNU REV PHYTOPATHOL	ANNUAL REVIEW OF PHYTOPATHOLOGY	0066-4286	1545-2107	4.617	4.683	5.361	5.053	3.902	3.976	8.257	6.714	7.605	9.0	10.778	10.237	11.212	10.412	9.875	10.229	11.0	9.62	9.308	10.981	9.528	10.2	12.623	13.078	10.85	10.2	10.2
ANNU REV PHYTOPATHOL	ANNUAL REVIEW OF PHYTOPATHOLOGY	0066-4286	1545-2107	4.617	4.683	5.361	5.053	3.902	3.976	8.257	6.714	7.605	9.0	10.778	10.237	11.212	10.412	9.875	10.229	11.0	9.62	9.308	10.981	9.528	10.2	12.623	13.078	10.85	10.2	10.2
CRIT REV PLANT SCI	CRITICAL REVIEWS IN PLANT SCIENCES	0735-2689	1549-7836	4.606	6.625	5.448	3.422	3.388	3.697	3.641	3.525	3.467	3.4	4.477	6.206	4.769	3.821	4.659	4.356	5.292	5.442	4.81	6.825	6.162	4.189	6.235	5.188	6.289	6.9	6.9
PROTEIN SCI	PROTEIN SCIENCE	0961-8368	1469-896X	4.6	4.44	4.457	3.869	3.472	3.546	3.787	4.116	3.618	3.462	3.135	3.115	2.937	2.741	2.798	2.735	2.861	2.854	3.039	2.523	2.41	2.42	3.876	6.725	6.993	8.0	8.0
J INVEST DERMATOL	JOURNAL OF INVESTIGATIVE DERMATOLOGY	0022-202X	1523-1747	4.584	4.822	4.903	4.539	4.645	3.746	4.194	4.238	4.406	4.535	4.829	5.251	5.543	6.27	6.314	6.193	6.372	7.216	6.915	6.287	6.448	6.29	7.143	8.551	7.59	6.5	6.5
THROMB HAEMOSTASIS	THROMBOSIS AND HAEMOSTASIS	0340-6245	2567-689X	4.582	3.726	4.983	4.372	4.91	4.357	4.95	3.413	3.056	2.803	3.501	3.803	4.451	4.701	5.044	6.094	5.76	4.984	5.255	5.627	4.952	4.733	4.379	5.249	6.681	6.7	6.7
J CLIN ENDOCR METAB	JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM	0021-972X	1945-7197	4.575	5.641	5.805	5.447	5.16	5.199	5.873	5.778	6.02	5.799	5.493	6.325	6.202	6.495	5.967	6.43	6.31	6.209	5.531	5.455	5.789	5.605	5.399	5.958	6.134	5.8	5.8
BIOCHEMISTRY-US	BIOCHEMISTRY	0006-2960	N/A	4.572	4.628	4.493	4.221	4.114	4.064	3.922	4.008	3.848	3.633	3.368	3.379	3.226	3.226	3.422	3.377	3.194	3.015	2.876	2.938	2.997	2.952	2.865	3.162	3.321	2.9	2.9
MATER CORROS	MATERIALS AND CORROSION-WERKSTOFFE UND KORROSION	0947-5117	1521-4176	4.571	0.442	0.622	0.569	0.376	0.274	0.355	0.533	0.471	0.5	0.678	0.639	0.836	1.077	1.173	1.208	1.508	1.373	1.45	1.26	1.259	1.458	1.533	2.097	1.832	1.8	1.8
GUT	GUT	0017-5749	1468-3288	4.546	5.111	5.748	5.386	6.17	6.323	5.883	6.601	7.692	9.002	10.015	9.766	9.357	10.614	10.111	10.732	13.319	14.66	14.921	16.658	17.016	17.943	19.819	23.059	31.793	24.5	24.5
PROG LIPID RES	PROGRESS IN LIPID RESEARCH	0163-7827	1873-2194	4.536	6.0	7.4	5.379	4.5	8.0	10.0	8.81	11.372	12.235	11.194	11.237	8.167	9.51	10.667	10.25	12.963	10.015	11.238	10.583	8.435	12.54	15.083	16.195	14.673	13.6	13.6
NEUROLOGY	NEUROLOGY	0028-3878	1526-632X	4.526	4.972	5.232	4.781	5.212	5.34	5.678	5.973	5.065	5.69	6.014	7.043	8.172	8.017	8.312	8.249	8.303	8.185	8.166	7.592	7.609	8.689	8.77	9.91	11.8	9.9	9.9
CLIN PHARMACOKINET	CLINICAL PHARMACOKINETICS	0312-5963	1179-1926	4.513	4.438	5.098	3.992	4.204	4.207	3.899	5.453	5.195	4.115	4.145	4.206	4.56	4.513	5.398	6.109	5.486	5.053	4.829	5.216	4.464	4.68	4.604	6.447	5.577	4.5	4.5
NAT PROD REP	NATURAL PRODUCT REPORTS	0265-0568	1460-4752	4.484	4.406	4.373	5.295	5.772	5.9	7.529	7.89	7.325	8.889	7.667	7.45	9.202	8.881	9.79	10.178	10.715	10.107	10.986	11.014	11.406	11.876	12.0	13.423	15.111	11.9	11.9
MEDICINE	MEDICINE	0025-7974	1536-5964	4.483	3.694	4.723	4.623	5.317	5.188	4.5	3.727	5.057	5.167	4.721	4.329	5.054	4.256	4.35	4.233	4.867	5.723	1.206	1.803	2.028	1.87	1.552	1.889	1.817	1.6	1.6
PROG NUCL MAG RES SP	PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY	0079-6565	1873-3301	4.455	4.414	4.429	5.062	7.192	4.808	5.971	6.885	6.462	6.417	5.205	6.162	6.742	4.933	5.214	6.022	8.711	7.237	7.231	5.971	6.0	8.848	8.892	9.795	9.447	6.1	6.1
J GEN PHYSIOL	JOURNAL OF GENERAL PHYSIOLOGY	0022-1295	1540-7748	4.379	5.101	6.382	6.082	5.477	5.193	5.12	5.105	4.41	4.962	4.831	4.711	4.26	4.283	3.841	4.73	4.57	4.788	4.511	4.2	3.68	4.258	3.628	4.086	4.0	3.8	3.8
ENDOCRINOLOGY	ENDOCRINOLOGY	0013-7227	1945-7170	4.348	4.633	5.365	4.79	4.971	5.095	5.063	5.151	5.313	5.236	5.045	4.945	4.752	4.993	4.459	4.717	4.644	4.503	4.159	4.286	3.961	3.8	3.934	4.736	5.051	4.8	4.8
BIOPHYS J	BIOPHYSICAL JOURNAL	0006-3495	1542-0086	4.332	4.524	4.58	4.462	4.636	4.643	4.463	4.585	4.507	4.757	4.627	4.683	4.39	4.218	3.653	3.668	3.832	3.972	3.632	3.656	3.495	3.665	3.854	4.033	3.699	3.4	3.4
STROKE	STROKE	0039-2499	1524-4628	4.323	4.88	5.528	6.008	5.33	5.176	5.233	5.748	5.855	5.391	6.296	6.499	7.041	5.756	5.729	6.158	6.018	5.761	5.787	6.032	6.239	6.046	7.19	7.914	10.17	8.3	8.3
