Journal	JournalFullName	ISSN	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022
ANASTH INTENSIV NOTF	ANASTHESIOLOGIE INTENSIVMEDIZIN NOTFALLMEDIZIN SCHMERZTHERAPIE	0939-2661	0.056	0.056	0.056	0.056	0.056	0.056	0.056	0.056	0.056	0.056	0.056	0.048	0.046	0.037	0.049	0.052	0.063	0.066	0.055	0.052	0.046	0.043	0.049	0.071	0.076	0.076
PHYTOCOENOLOGIA	PHYTOCOENOLOGIA	0340-269X	0.259	0.259	0.259	0.259	0.259	0.259	0.259	0.259	0.259	0.259	0.259	0.229	0.351	0.223	0.228	0.246	0.205	0.277	0.278	0.28	0.254	0.268	0.312	0.411	0.489	0.489
J EUR ACAD DERMATOL	JOURNAL OF THE EUROPEAN ACADEMY OF DERMATOLOGY AND VENEREOLOGY	0926-9959	0.443	0.443	0.443	0.443	0.443	0.443	0.443	0.443	0.443	0.443	0.443	0.471	0.603	0.704	0.75	0.866	0.847	0.828	0.882	0.888	1.019	1.093	1.126	1.409	1.885	1.885
REV ESP CARDIOL	REVISTA ESPANOLA DE CARDIOLOGIA	0300-8932	0.231	0.231	0.231	0.231	0.231	0.231	0.231	0.231	0.231	0.231	0.231	0.264	0.35	0.413	0.447	0.477	0.525	0.583	0.656	0.774	0.828	0.865	0.895	1.162	1.248	1.248
BIOCONTROL	BIOCONTROL	1386-6141	0.437	0.437	0.437	0.437	0.437	0.437	0.437	0.437	0.437	0.437	0.437	0.41	0.419	0.514	0.507	0.636	0.815	0.643	0.714	0.594	0.528	0.564	0.719	0.63	0.593	0.593
SCI TECHNOL WELD JOI	SCIENCE AND TECHNOLOGY OF WELDING AND JOINING	1362-1718	0.342	0.342	0.342	0.342	0.342	0.342	0.342	0.342	0.342	0.342	0.342	0.389	0.357	0.429	0.509	0.493	0.464	0.501	0.434	0.491	0.489	0.524	0.594	0.649	0.556	0.556
COMPUT GRAPH-UK	COMPUTERS & GRAPHICS-UK	0097-8493	0.314	0.314	0.314	0.314	0.314	0.314	0.314	0.314	0.314	0.314	0.314	0.304	0.375	0.359	0.505	0.499	0.739	0.597	0.618	0.532	0.62	0.568	0.507	0.553	0.669	0.669
METEOROL Z	METEOROLOGISCHE ZEITSCHRIFT	0941-2948	0.551	0.551	0.551	0.551	0.551	0.551	0.551	0.551	0.551	0.551	0.551	0.562	0.627	0.698	0.803	0.727	0.781	0.701	0.759	0.834	0.883	1.103	0.539	0.59	0.656	0.656
GEOSYNTH INT	GEOSYNTHETICS INTERNATIONAL	1072-6349	0.621	0.621	0.621	0.621	0.621	0.621	0.621	0.621	0.621	0.621	0.621	0.565	0.565	0.565	0.555	0.69	0.459	0.361	0.613	0.674	0.719	0.741	0.769	1.038	0.913	0.913
PROSTAG OTH LIPID M	PROSTAGLANDINS & OTHER LIPID MEDIATORS	1098-8823	0.979	0.979	0.979	0.979	0.979	0.979	0.979	0.979	0.979	0.979	0.979	0.727	0.723	0.729	0.743	0.715	0.742	0.797	0.765	0.819	0.828	0.712	0.653	0.62	0.608	0.608
GONDWANA RES	GONDWANA RESEARCH	1342-937X	0.546	0.546	0.546	0.546	0.546	0.546	0.546	0.546	0.546	0.546	0.546	0.742	0.828	1.242	1.442	1.578	1.799	2.165	2.186	2.279	2.085	2.252	2.102	2.02	1.913	1.913
EUR J GYNAECOL ONCOL	EUROPEAN JOURNAL OF GYNAECOLOGICAL ONCOLOGY	0392-2936	0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.175	0.179	0.164	0.154	0.163	0.143	0.142	0.142	0.17	0.134	0.104	0.09	0.076	0.049	0.049
EXP ASTRON	EXPERIMENTAL ASTRONOMY	0922-6435	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.193	0.531	0.501	0.705	0.739	0.865	0.737	1.025	0.793	0.788	0.664	0.594	0.575	0.63	0.63
P I MECH ENG J-J ENG	PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART J-JOURNAL OF ENGINEERING TRIBOLOGY	1350-6501	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.348	0.308	0.259	0.345	0.276	0.249	0.299	0.314	0.301	0.358	0.32	0.287	0.32	0.279	0.279
MATCH-COMMUN MATH CO	MATCH-COMMUNICATIONS IN MATHEMATICAL AND IN COMPUTER CHEMISTRY	0340-6253	0.533	0.533	0.533	0.533	0.533	0.533	0.533	0.533	0.533	0.533	0.533	0.51	0.602	0.737	0.58	0.593	0.496	0.56	0.849	1.052	0.865	0.668	0.544	0.487	0.638	0.638
PATTERN ANAL APPL	PATTERN ANALYSIS AND APPLICATIONS	1433-7541	0.414	0.414	0.414	0.414	0.414	0.414	0.414	0.414	0.414	0.414	0.414	0.392	0.437	0.444	0.346	0.406	0.369	0.377	0.448	0.429	0.345	0.291	0.311	0.379	0.356	0.356
B BELG MATH SOC-SIM	BULLETIN OF THE BELGIAN MATHEMATICAL SOCIETY-SIMON STEVIN	1370-1444	0.277	0.277	0.277	0.277	0.277	0.277	0.277	0.277	0.277	0.277	0.277	0.288	0.338	0.295	0.296	0.278	0.355	0.339	0.304	0.282	0.364	0.341	0.276	0.366	0.436	0.436
LANDSCAPE URBAN PLAN	LANDSCAPE AND URBAN PLANNING	0169-2046	0.607	0.607	0.607	0.607	0.607	0.607	0.607	0.607	0.607	0.607	0.607	0.648	0.654	0.71	0.81	0.788	0.816	0.971	1.028	1.129	1.25	1.282	1.337	1.55	1.598	1.598
J INTENSIVE CARE MED	JOURNAL OF INTENSIVE CARE MEDICINE	0885-0666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.896	0.803	0.701	0.988	0.853	0.853
INT J ENVIRON HEAL R	INTERNATIONAL JOURNAL OF ENVIRONMENTAL HEALTH RESEARCH	0960-3123	0.278	0.278	0.278	0.278	0.278	0.278	0.278	0.278	0.278	0.278	0.278	0.332	0.357	0.426	0.369	0.458	0.48	0.416	0.542	0.423	0.408	0.406	0.445	0.522	0.619	0.619
KLIN NEUROPHYSIOL	KLINISCHE NEUROPHYSIOLOGIE	1434-0275	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.034	0.026	0.025	0.023	0.04	0.03	0.03	0.029	0.023	0.017	0.023	0.008	0.024	0.042	0.042
MATER STRUCT	MATERIALS AND STRUCTURES	1359-5997	0.491	0.491	0.491	0.491	0.491	0.491	0.491	0.491	0.491	0.491	0.491	0.653	0.678	0.567	0.774	0.701	0.668	0.709	0.789	0.776	0.719	0.705	0.771	0.858	0.879	0.879
STAT NEERL	STATISTICA NEERLANDICA	0039-0402	0.653	0.653	0.653	0.653	0.653	0.653	0.653	0.653	0.653	0.653	0.653	0.551	0.635	0.522	0.41	0.571	0.702	0.628	0.738	0.639	0.695	0.29	0.671	0.696	0.591	0.591
POWDER DIFFR	POWDER DIFFRACTION	0885-7156	0.278	0.278	0.278	0.278	0.278	0.278	0.278	0.278	0.278	0.278	0.278	0.363	0.375	0.262	0.286	0.242	0.27	0.221	0.25	0.25	0.211	0.258	0.227	0.214	0.259	0.259
REV NEUROLOGIA	REVISTA DE NEUROLOGIA	0210-0010	0.084	0.084	0.084	0.084	0.084	0.084	0.084	0.084	0.084	0.084	0.084	0.08	0.102	0.111	0.126	0.126	0.121	0.123	0.124	0.124	0.107	0.1	0.112	0.157	0.204	0.204
NIHON REOROJI GAKK	NIHON REOROJI GAKKAISHI	0387-1533	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.08	0.074	0.056	0.134	0.114	0.097	0.075	0.08	0.103	0.078	0.096	0.095	0.081	0.083	0.083
IRAN POLYM J	IRANIAN POLYMER JOURNAL	1026-1265	0.101	0.101	0.101	0.101	0.101	0.101	0.101	0.101	0.101	0.101	0.101	0.11	0.143	0.178	0.184	0.205	0.247	0.25	0.304	0.247	0.21	0.261	0.233	0.221	0.25	0.25
COMPUT NETW	COMPUTER NETWORKS	1389-1286	0.702	0.702	0.702	0.702	0.702	0.702	0.702	0.702	0.702	0.702	0.702	0.507	0.502	0.613	0.692	0.544	0.615	0.64	0.671	0.651	0.684	0.625	0.547	0.635	0.758	0.758
MATH INEQUAL APPL	MATHEMATICAL INEQUALITIES & APPLICATIONS	1331-4343	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.441	0.451	0.3	0.302	0.364	0.277	0.284	0.275	0.283	0.298	0.323	0.358	0.429	0.491	0.491
MOLECULES	MOLECULES	1420-3049	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.344	0.368	0.417	0.518	0.573	0.553	0.605	0.579	0.628	0.631	0.619	0.601	0.694	0.671	0.671
KNEE	KNEE	0968-0160	0.451	0.451	0.451	0.451	0.451	0.451	0.451	0.451	0.451	0.451	0.451	0.435	0.452	0.583	0.613	0.725	0.648	0.67	0.638	0.707	0.702	0.658	0.714	0.783	0.701	0.701
HUM FACTOR ERGON MAN	HUMAN FACTORS AND ERGONOMICS IN MANUFACTURING & SERVICE INDUSTRIES	1090-8471	0.178	0.178	0.178	0.178	0.178	0.178	0.178	0.178	0.178	0.178	0.178	0.164	0.112	0.112	0.187	0.186	0.183	0.17	0.17	0.176	0.184	0.192	0.249	0.299	0.358	0.358
RARE METAL MAT ENG	RARE METAL MATERIALS AND ENGINEERING	1002-185X	0.028	0.028	0.028	0.028	0.028	0.028	0.028	0.028	0.028	0.028	0.028	0.031	0.032	0.026	0.028	0.028	0.031	0.033	0.031	0.03	0.037	0.047	0.058	0.063	0.055	0.055
NOVON	NOVON	1055-3177	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.061	0.082	0.093	0.084	0.072	0.071	0.114	0.156	0.142	0.128	0.114	0.192	0.157	0.157
INT J RF MICROW C E	INTERNATIONAL JOURNAL OF RF AND MICROWAVE COMPUTER-AIDED ENGINEERING	1096-4290	0.264	0.264	0.264	0.264	0.264	0.264	0.264	0.264	0.264	0.264	0.264	0.242	0.222	0.159	0.194	0.177	0.243	0.201	0.177	0.174	0.199	0.222	0.213	0.204	0.256	0.256
J IRON STEEL RES INT	JOURNAL OF IRON AND STEEL RESEARCH INTERNATIONAL	1006-706X	0.099	0.099	0.099	0.099	0.099	0.099	0.099	0.099	0.099	0.099	0.099	0.093	0.088	0.062	0.097	0.102	0.105	0.152	0.194	0.209	0.25	0.235	0.235	0.269	0.242	0.242
MATH METHOD OPER RES	MATHEMATICAL METHODS OF OPERATIONS RESEARCH	1432-2994	0.398	0.398	0.398	0.398	0.398	0.398	0.398	0.398	0.398	0.398	0.398	0.484	0.46	0.63	0.525	0.626	0.489	0.648	0.641	0.578	0.63	0.688	0.667	0.653	0.754	0.754
MATER SCI+	MATERIALS SCIENCE	1068-820X	0.042	0.042	0.042	0.042	0.042	0.042	0.042	0.042	0.042	0.042	0.042	0.046	0.052	0.068	0.074	0.069	0.062	0.043	0.022	0.028	0.055	0.045	0.043	0.081	0.071	0.071
J GROUP THEORY	JOURNAL OF GROUP THEORY	1433-5883	0.456	0.456	0.456	0.456	0.456	0.456	0.456	0.456	0.456	0.456	0.456	0.447	0.592	0.464	0.684	0.537	0.624	0.646	0.57	0.62	0.538	0.54	0.54	0.62	0.621	0.621
ALGEBR COLLOQ	ALGEBRA COLLOQUIUM	1005-3867	0.233	0.233	0.233	0.233	0.233	0.233	0.233	0.233	0.233	0.233	0.233	0.246	0.381	0.268	0.22	0.265	0.194	0.243	0.287	0.254	0.26	0.221	0.28	0.298	0.326	0.326
WATER INT	WATER INTERNATIONAL	0250-8060	0.244	0.244	0.244	0.244	0.244	0.244	0.244	0.244	0.244	0.244	0.244	0.252	0.237	0.216	0.189	0.222	0.257	0.248	0.233	0.299	0.413	0.487	0.585	0.861	0.769	0.769
INT J IND ENG-THEORY	INTERNATIONAL JOURNAL OF INDUSTRIAL ENGINEERING-THEORY APPLICATIONS AND PRACTICE	1943-670X	0.107	0.107	0.107	0.107	0.107	0.107	0.107	0.107	0.107	0.107	0.107	0.087	0.065	0.065	0.105	0.103	0.074	0.054	0.087	0.095	0.121	0.108	0.108	0.144	0.099	0.099
COMPUT APPL ENG EDUC	COMPUTER APPLICATIONS IN ENGINEERING EDUCATION	1061-3773	0.142	0.142	0.142	0.142	0.142	0.142	0.142	0.142	0.142	0.142	0.142	0.092	0.044	0.061	0.095	0.135	0.18	0.098	0.137	0.096	0.101	0.09	0.098	0.192	0.24	0.24
APPL MATH MECH-ENGL	APPLIED MATHEMATICS AND MECHANICS-ENGLISH EDITION	0253-4827	0.085	0.085	0.085	0.085	0.085	0.085	0.085	0.085	0.085	0.085	0.085	0.097	0.113	0.129	0.159	0.195	0.226	0.222	0.224	0.294	0.302	0.263	0.322	0.411	0.47	0.47
CHINA OCEAN ENG	CHINA OCEAN ENGINEERING	0890-5487	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.072	0.095	0.066	0.102	0.09	0.141	0.121	0.136	0.165	0.157	0.141	0.166	0.212	0.217	0.217
FLOW TURBUL COMBUST	FLOW TURBULENCE AND COMBUSTION	1386-6184	0.737	0.737	0.737	0.737	0.737	0.737	0.737	0.737	0.737	0.737	0.737	0.536	0.744	0.64	0.564	0.565	0.728	0.68	0.898	0.776	0.848	0.783	0.834	0.657	0.778	0.778
ENVIRON ENG GEOSCI	ENVIRONMENTAL & ENGINEERING GEOSCIENCE	1078-7275	0.168	0.168	0.168	0.168	0.168	0.168	0.168	0.168	0.168	0.168	0.168	0.246	0.255	0.204	0.194	0.25	0.238	0.32	0.242	0.256	0.238	0.184	0.171	0.178	0.156	0.156
J PROF ASSOC CACTUS	JOURNAL OF THE PROFESSIONAL ASSOCIATION FOR CACTUS DEVELOPMENT	1938-663X	0.123	0.123	0.123	0.123	0.123	0.123	0.123	0.123	0.123	0.123	0.123	0.107	0.067	0.055	0.055	0.031	0.031	0.087	0.128	0.06	0.055	0.097	0.057	0.147	0.145	0.145
APPL STOCH MODEL BUS	APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY	1524-1904	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.297	0.405	0.476	0.515	0.549	0.454	0.45	0.424	0.599	0.474	0.556	0.576	0.549	0.517	0.517
MACH SCI TECHNOL	MACHINING SCIENCE AND TECHNOLOGY	1091-0344	0.261	0.261	0.261	0.261	0.261	0.261	0.261	0.261	0.261	0.261	0.261	0.33	0.301	0.255	0.353	0.383	0.365	0.34	0.322	0.339	0.324	0.389	0.407	0.435	0.364	0.364
TRANSPORT RES REC	TRANSPORTATION RESEARCH RECORD	0361-1981	0.153	0.153	0.153	0.153	0.153	0.153	0.153	0.153	0.153	0.153	0.153	0.153	0.153	0.153	0.175	0.205	0.248	0.246	0.264	0.245	0.258	0.27	0.307	0.424	0.433	0.433
STRENGTH COND J	STRENGTH AND CONDITIONING JOURNAL	1524-1602	0.095	0.095	0.095	0.095	0.095	0.095	0.095	0.095	0.095	0.095	0.095	0.101	0.083	0.115	0.081	0.132	0.162	0.177	0.173	0.179	0.172	0.208	0.313	0.487	0.614	0.614
ACTAS ESP PSIQUIATRI	ACTAS ESPANOLAS DE PSIQUIATRIA	1139-9287	0.084	0.084	0.084	0.084	0.084	0.084	0.084	0.084	0.084	0.084	0.084	0.11	0.131	0.148	0.141	0.131	0.146	0.217	0.199	0.231	0.214	0.266	0.325	0.487	0.412	0.412
BJU INT	BJU INTERNATIONAL	1464-4096	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.733	0.765	0.823	0.863	0.921	0.912	0.976	1.045	1.042	1.131	1.283	1.249	1.5	1.57	1.57
CELLS TISSUES ORGANS	CELLS TISSUES ORGANS	1422-6405	0.618	0.618	0.618	0.618	0.618	0.618	0.618	0.618	0.618	0.618	0.618	0.827	0.91	0.847	0.731	0.703	0.675	0.582	0.519	0.433	0.497	0.384	0.486	0.561	0.561	0.561
CLIN NEUROPHYSIOL	CLINICAL NEUROPHYSIOLOGY	1388-2457	0.919	0.919	0.919	0.919	0.919	0.919	0.919	0.919	0.919	0.919	0.919	1.01	1.004	1.001	1.161	1.147	1.073	1.003	1.056	1.104	1.143	1.117	1.098	1.253	1.169	1.169
COMPUT SCI ENG	COMPUTING IN SCIENCE & ENGINEERING	1521-9615	0.375	0.375	0.375	0.375	0.375	0.375	0.375	0.375	0.375	0.375	0.375	0.498	0.372	0.408	0.696	0.843	0.711	0.725	1.307	1.307	0.89	1.162	1.099	0.852	0.668	0.668
CYTOTHERAPY	CYTOTHERAPY	1465-3249	0.677	0.677	0.677	0.677	0.677	0.677	0.677	0.677	0.677	0.677	0.677	0.83	0.861	1.017	1.049	0.831	0.854	0.861	0.843	0.857	0.903	1.008	0.92	1.063	1.076	1.076
ELECTROCHEMISTRY	ELECTROCHEMISTRY	1344-3542	0.195	0.195	0.195	0.195	0.195	0.195	0.195	0.195	0.195	0.195	0.195	0.184	0.186	0.217	0.213	0.235	0.231	0.228	0.227	0.198	0.206	0.229	0.212	0.254	0.257	0.257
ELECTROCHEM COMMUN	ELECTROCHEMISTRY COMMUNICATIONS	1388-2481	1.213	1.213	1.213	1.213	1.213	1.213	1.213	1.213	1.213	1.213	1.213	1.291	1.243	1.324	1.294	1.278	1.086	1.162	1.076	1.012	0.97	0.888	0.923	0.97	0.802	0.802
ENVIRON MICROBIOL	ENVIRONMENTAL MICROBIOLOGY	1462-2912	1.869	1.869	1.869	1.869	1.869	1.869	1.869	1.869	1.869	1.869	1.869	1.808	1.822	1.877	2.187	2.075	2.27	2.084	2.151	1.873	1.608	1.624	1.64	1.659	1.542	1.542
EPILEPTIC DISORD	EPILEPTIC DISORDERS	1294-9361	0.328	0.328	0.328	0.328	0.328	0.328	0.328	0.328	0.328	0.328	0.328	0.417	0.36	0.383	0.44	0.464	0.348	0.383	0.277	0.38	0.418	0.521	0.546	0.652	0.642	0.642
EUROPACE	EUROPACE	1099-5129	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.475	0.522	0.559	0.632	0.805	0.822	1.014	1.027	1.3	1.532	1.532	1.447	1.603	1.803	1.803
EUR FOOD RES TECHNOL	EUROPEAN FOOD RESEARCH AND TECHNOLOGY	1438-2377	0.415	0.415	0.415	0.415	0.415	0.415	0.415	0.415	0.415	0.415	0.415	0.414	0.418	0.452	0.475	0.464	0.449	0.458	0.42	0.45	0.427	0.434	0.415	0.428	0.398	0.398
EUR J HEART FAIL	EUROPEAN JOURNAL OF HEART FAILURE	1388-9842	1.005	1.005	1.005	1.005	1.005	1.005	1.005	1.005	1.005	1.005	1.005	0.927	1.099	1.144	1.4	1.455	1.708	1.872	1.892	2.483	2.821	2.896	3.257	4.004	4.927	4.927
EUR J NUTR	EUROPEAN JOURNAL OF NUTRITION	1436-6207	0.697	0.697	0.697	0.697	0.697	0.697	0.697	0.697	0.697	0.697	0.697	0.677	0.827	0.807	0.818	0.833	0.895	0.856	0.877	1.009	1.022	0.976	0.939	1.057	0.937	0.937
GREEN CHEM	GREEN CHEMISTRY	1463-9262	1.511	1.511	1.511	1.511	1.511	1.511	1.511	1.511	1.511	1.511	1.511	1.34	1.439	1.472	1.5	1.523	1.418	1.564	1.661	1.696	1.581	1.792	1.741	1.807	1.725	1.725
INT J EARTH SCI	INTERNATIONAL JOURNAL OF EARTH SCIENCES	1437-3254	0.859	0.859	0.859	0.859	0.859	0.859	0.859	0.859	0.859	0.859	0.859	0.903	0.828	0.873	1.012	0.876	0.869	0.856	0.698	0.738	0.788	0.784	0.749	0.756	0.736	0.736
INT J THERM SCI	INTERNATIONAL JOURNAL OF THERMAL SCIENCES	1290-0729	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.597	0.691	0.744	0.692	0.802	0.828	0.882	0.894	0.892	0.903	0.804	0.777	0.755	0.813	0.809	0.809
IUBMB LIFE	IUBMB LIFE	1521-6543	0.992	0.992	0.992	0.992	0.992	0.992	0.992	0.992	0.992	0.992	0.992	0.911	1.01	1.214	1.259	1.168	1.153	1.091	1.032	0.924	0.988	0.881	0.814	0.833	0.807	0.807
JPN J INFECT DIS	JAPANESE JOURNAL OF INFECTIOUS DISEASES	1344-6304	0.335	0.335	0.335	0.335	0.335	0.335	0.335	0.335	0.335	0.335	0.335	0.292	0.343	0.345	0.414	0.421	0.392	0.384	0.362	0.338	0.31	0.309	0.347	0.369	0.379	0.379
J BIOSCI BIOENG	JOURNAL OF BIOSCIENCE AND BIOENGINEERING	1389-1723	0.456	0.456	0.456	0.456	0.456	0.456	0.456	0.456	0.456	0.456	0.456	0.548	0.547	0.582	0.537	0.531	0.502	0.517	0.517	0.519	0.476	0.459	0.509	0.484	0.453	0.453
J GENE MED	JOURNAL OF GENE MEDICINE	1099-498X	1.103	1.103	1.103	1.103	1.103	1.103	1.103	1.103	1.103	1.103	1.103	0.945	1.036	0.848	0.753	0.686	0.574	0.555	0.592	0.586	0.539	0.485	0.575	0.651	0.641	0.641
J PLANT NUTR SOIL SC	JOURNAL OF PLANT NUTRITION AND SOIL SCIENCE	1436-8730	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.48	0.545	0.675	0.717	0.646	0.654	0.512	0.559	0.563	0.562	0.611	0.58	0.589	0.57	0.57
LUMINESCENCE	LUMINESCENCE	1522-7235	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.306	0.309	0.263	0.298	0.246	0.295	0.267	0.233	0.244	0.232	0.231	0.254	0.276	0.255	0.255
MICROBES INFECT	MICROBES AND INFECTION	1286-4579	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.05	0.989	0.983	0.979	0.901	0.917	0.922	0.843	0.789	0.768	0.692	0.717	0.804	1.317	1.317
NAT CELL BIOL	NATURE CELL BIOLOGY	1465-7392	10.978	10.978	10.978	10.978	10.978	10.978	10.978	10.978	10.978	10.978	10.978	10.872	11.962	11.445	11.651	10.913	11.687	10.855	10.222	10.531	10.706	10.113	10.227	11.061	10.463	10.463
NEMATOLOGY	NEMATOLOGY	1388-5545	0.256	0.256	0.256	0.256	0.256	0.256	0.256	0.256	0.256	0.256	0.256	0.221	0.265	0.205	0.235	0.23	0.318	0.276	0.232	0.241	0.228	0.26	0.303	0.291	0.22	0.22
ORG LETT	ORGANIC LETTERS	1523-7060	1.392	1.392	1.392	1.392	1.392	1.392	1.392	1.392	1.392	1.392	1.392	1.465	1.406	1.364	1.416	1.404	1.408	1.407	1.414	1.397	1.351	1.268	1.168	1.123	1.073	1.073
PEDIATR INT	PEDIATRICS INTERNATIONAL	1328-8067	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.255	0.243	0.265	0.231	0.271	0.246	0.268	0.296	0.27	0.282	0.27	0.31	0.363	0.351	0.351
PHYS CHEM CHEM PHYS	PHYSICAL CHEMISTRY CHEMICAL PHYSICS	1463-9076	1.064	1.064	1.064	1.064	1.064	1.064	1.064	1.064	1.064	1.064	1.064	1.209	1.298	1.329	1.243	1.3	1.184	1.209	1.158	1.123	1.078	0.941	0.855	0.825	0.754	0.754
PHYSIOL BIOCHEM ZOOL	PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY	1522-2152	0.915	0.915	0.915	0.915	0.915	0.915	0.915	0.915	0.915	0.915	0.915	0.861	0.921	0.87	0.97	0.805	0.784	0.889	0.781	0.751	0.737	0.757	0.739	0.722	0.699	0.699
PLANT BIOLOGY	PLANT BIOLOGY	1435-8603	0.772	0.772	0.772	0.772	0.772	0.772	0.772	0.772	0.772	0.772	0.772	0.658	0.819	0.815	0.78	0.763	0.72	0.742	0.724	0.693	0.648	0.652	0.616	0.669	0.619	0.619
RHEUMATOLOGY	RHEUMATOLOGY	1462-0324	1.237	1.237	1.237	1.237	1.237	1.237	1.237	1.237	1.237	1.237	1.237	1.189	1.388	1.263	1.396	1.42	1.45	1.376	1.499	1.64	1.779	1.68	1.683	2.094	1.853	1.853
SCAND J PUBLIC HEALT	SCANDINAVIAN JOURNAL OF PUBLIC HEALTH	1403-4948	0.533	0.533	0.533	0.533	0.533	0.533	0.533	0.533	0.533	0.533	0.533	0.736	0.677	0.563	0.596	0.741	1.011	1.3	1.344	1.663	0.647	0.577	0.66	0.896	0.89	0.89
SOLID STATE SCI	SOLID STATE SCIENCES	1293-2558	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.643	0.616	0.581	0.54	0.496	0.448	0.442	0.403	0.377	0.356	0.337	0.325	0.377	0.392	0.392
STOCH ENV RES RISK A	STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT	1436-3240	0.512	0.512	0.512	0.512	0.512	0.512	0.512	0.512	0.512	0.512	0.512	0.429	0.407	0.46	0.47	0.522	0.596	0.595	0.604	0.629	0.608	0.655	0.628	0.705	0.62	0.62
WATERBIRDS	WATERBIRDS	1524-4695	0.211	0.211	0.211	0.211	0.211	0.211	0.211	0.211	0.211	0.211	0.211	0.239	0.21	0.238	0.245	0.261	0.23	0.262	0.297	0.246	0.227	0.204	0.185	0.184	0.197	0.197
BBA-REV CANCER	BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER	0304-419X	3.736	3.736	3.736	3.736	3.736	3.736	3.736	3.736	3.736	3.736	3.736	3.862	3.595	3.967	3.795	3.467	2.972	2.688	2.469	2.37	2.311	2.085	2.006	2.346	2.021	2.021
SEMIN IMMUNOL	SEMINARS IN IMMUNOLOGY	1044-5323	3.566	3.566	3.566	3.566	3.566	3.566	3.566	3.566	3.566	3.566	3.566	3.85	3.963	3.89	3.949	3.337	2.907	2.448	2.785	3.213	2.933	2.929	3.041	3.181	3.167	3.167
BBA-BIOENERGETICS	BIOCHIMICA ET BIOPHYSICA ACTA-BIOENERGETICS	0005-2728	1.584	1.584	1.584	1.584	1.584	1.584	1.584	1.584	1.584	1.584	1.584	1.59	1.537	1.677	1.508	1.521	1.627	1.646	1.691	1.795	1.779	1.673	1.503	1.46	1.21	1.21
CYTOKINE GROWTH F R	CYTOKINE & GROWTH FACTOR REVIEWS	1359-6101	4.834	4.834	4.834	4.834	4.834	4.834	4.834	4.834	4.834	4.834	4.834	4.362	4.521	3.52	3.043	2.801	2.686	2.563	2.381	2.369	2.111	1.932	1.929	2.06	2.395	2.395
ADV PHYS ORG CHEM	ADVANCES IN PHYSICAL ORGANIC CHEMISTRY	0065-3160	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.06	0.951	0.785	1.069	1.045	0.621	1.062	0.922	0.886	0.71	0.808	0.571	0.889	0.855	0.855
J HIGH ENERGY PHYS	JOURNAL OF HIGH ENERGY PHYSICS	1029-8479	1.521	1.521	1.521	1.521	1.521	1.521	1.521	1.521	1.521	1.521	1.521	1.399	1.435	1.364	1.459	1.347	1.329	1.26	1.281	1.329	1.158	1.063	1.027	1.017	1.05	1.05
BBA-MOL CELL BIOL L	BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR AND CELL BIOLOGY OF LIPIDS	1388-1981	1.393	1.393	1.393	1.393	1.393	1.393	1.393	1.393	1.393	1.393	1.393	1.459	1.506	1.596	1.807	1.556	1.64	1.711	1.523	1.636	1.641	1.588	1.577	1.5	1.175	1.175
